Count	Query	Sum(QueryTime)	Avg(QueryTime)	Max(QueryTime)	Min(QueryTime)	P95(QueryTime)	Sum(LockTime)	Avg(LockTime)	Max(LockTime)	Sum(RowsExamined)	Avg(RowsExamined)	Max(RowsExamined)	Sum(RowsSent)	Avg(RowsSent)
47	UPDATE `user_presents` SET `deleted_at`=N, `updated_at`=N WHERE `id` IN ('S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S')	8.172984	0.173893	0.383381	0.104431	0.296753	0.000050	0.000001	0.000002	1739	37.000000	37	0	0.000000
40	SELECT * FROM `user_presents` WHERE `id` IN ('S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S') AND `deleted_at` IS NULL	5.462903	0.136573	0.239666	0.102172	0.188118	0.000067	0.000002	0.000015	1120	28.000000	28	1120	28.000000
32	UPDATE `user_presents` SET `deleted_at`=N, `updated_at`=N WHERE `id` IN ('S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S')	5.444163	0.170130	0.364549	0.103726	0.337787	0.000038	0.000001	0.000002	768	24.000000	24	0	0.000000
33	UPDATE `user_presents` SET `deleted_at`=N, `updated_at`=N WHERE `id` IN ('S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S')	5.329517	0.161501	0.332315	0.100924	0.310618	0.000036	0.000001	0.000002	825	25.000000	25	0	0.000000
32	UPDATE `user_presents` SET `deleted_at`=N, `updated_at`=N WHERE `id` IN ('S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S')	4.769156	0.149036	0.254029	0.107700	0.244915	0.000341	0.000011	0.000307	704	22.000000	22	0	0.000000
29	UPDATE `user_presents` SET `deleted_at`=N, `updated_at`=N WHERE `id` IN ('S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S')	4.589297	0.158252	0.261035	0.100258	0.241568	0.000879	0.000030	0.000851	667	23.000000	23	0	0.000000
32	UPDATE `user_presents` SET `deleted_at`=N, `updated_at`=N WHERE `id` IN ('S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S','S')	4.329112	0.135285	0.215233	0.100808	0.207700	0.000454	0.000014	0.000412	672	21.000000	21	0	0.000000
33	SELECT * FROM `user_presents` WHERE `id` IN ('S','S','S','S','S','S','S','S','S','S') AND `deleted_at` IS NULL	4.151571	0.125805	0.227411	0.100117	0.186952	0.000045	0.000001	0.000002	330	10.000000	10	330	10.000000
27	UPDATE `user_presents` SET `deleted_at`=N, `updated_at`=N WHERE `id` IN ('S','S','S','S','S','S','S','S','S','S','S','S','S')	4.130196	0.152970	0.305001	0.100245	0.213766	0.000272	0.000010	0.000241	351	13.000000	13	0	0.000000
24	INSERT INTO `user_presents` (`id`,`user_id`,`sent_at`,`item_type`,`item_id`,`amount`,`present_message`,`created_at`,`updated_at`) VALUES (N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N),(N,N,N,N,N,N,'S',N,N)	3.944657	0.164361	0.415669	0.103069	0.256667	0.000027	0.000001	0.000002	0	0.000000	0	0	0.000000
